CODIGO;CLIENTE;TIPO REQUERIMIENTO;ALIAS;RESPONSABLE VU;SALESFORCE;PROYECTO;REGISTRO;SEGMENTO;DEPARTAMENTO;PROVINCIA;DISTRITO;DIRECCION;NUMERO;ACCESO;TENDIDO EXTERNO;TIPO SEDE;NRO PISOS;ZONAL;RESPONSABLE ;REGION;ENLACE;LATITUD;LONGITUD;UNIDAD DE NEGOCIO;ESTUDIO;NODO;DIAS;PEP;PEP2;GRAFO;TOTAL SOLES;TOTAL DOLARES;ESTADO ESTUDIO;COTIZACION SOLES;COTIZACION DOLARES;DIAS;FECHA ENVIO;INICIO ESTUDIO;FIN ESTUDIO;FIN CONSOLIDACION;INICIO EJECUCION;INICIO IMPLEMENTACION;ESTADO
2019-05-120749;UNIDAD DE GESTION EDUCATIVA LOCAL 04;Fibra Optica;UGEL 4 Cuadra4;Juan Noya;PER-002141696;Licitaciones;13/05/2019 19:01;Empresas;Lima;Lima;Comas; El maestro peruano cuadra 4;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.96454923;-77.05913893;José Luis Chávez Alvarado;;;;;;;;;;;;;;13/05/2019 19:01;;;;;Pend. Cotiz.
2019-05-120750;UNIDAD DE GESTION EDUCATIVA LOCAL 04;Fibra Optica;UGEL 4 Zin;Juan Noya;PER-002141696;Licitaciones;13/05/2019 19:06;Empresas;Lima;Lima;Comas; el zin 146 Urb Industrial infantas III;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.96504905;-77.06408208;José Luis Chávez Alvarado;;;;;;;;;;;;;;13/05/2019 19:06;;;;;Pend. Cotiz.
2019-05-120766;SAN FERNANDO S.A.;Fibra Optica;GMD SURQUILLO / TIC MONTERRICO;Juan Noya;PER-001845293;Industria y Globales;13/05/2019 23:31;Empresas;Lima;Lima;Surquillo; Av Paseo de la Republica 4675;;Canalizado;Mixto;Edificio Monocliente;2;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.1120214;-77.025627;Miguel Angel Malca Davila;;;;;;;;;;;;;;13/05/2019 23:31;;;;;Pend. Cotiz.
2019-05-120773;MULTIVISION S.R.L.;Fibra Optica;ACCESO OPERADOR;Jose Barandiaran;19-0873;Operadoras;14/05/2019 8:39;Mayoristas;Arequipa;Arequipa;J.L. Bustamante Y Ri; Mz Ñ Lote 8 Urb. Las Esmeraldas;;Aereo;Mixto;Edificio Monocliente;0;Analista Arequipa;Roger Palza Transm,Jose Rojas M;Region Sur;Principal;-16.45233405;-71.51191624;Robert Marca;Estudio Transporte;AREQUIPA;15;;;;12500;0;Enviado VU;;;;;14/05/2019 8:39;;;;;Pend. Cotiz.
2019-05-120786;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;PASCO;Juan Noya;PER-002153353;Licitaciones;14/05/2019 9:55;Empresas;Pasco;Pasco;Yanacancha;Av. Los  Proceres  N° 707  ofic  202;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juana Kam;Region Norte;Principal;-10.6637124;-76.2530594;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;14/05/2019 9:55;;;;;Pend. Cotiz.
2019-05-120789;CABLE MUNDO SAC;Fibra Optica;CHILCA;Jose Barandiaran;19-0882;Operadoras;14/05/2019 9:40;Mayoristas;Lima;Cañete;Chilca;  Av. Huancavelica Mz 15 Lote 3;;Aereo;Mixto;Edificio Monocliente;0;Analista Lima;Fernando Rey Transm,Mario Timana Dominion;Lima;Principal;-12.51206262;-76.73497685;Robert Marca;Estudio FO Acceso Operador Principal;CHILCA;30;;;;4700;0;Enviado VU;;;;;14/05/2019 9:40;14/05/2019 17:45;;;;Pend. Cotiz.
2019-05-120790;CABLE MUNDO SAC;Fibra Optica;CHILCA;Jose Barandiaran;19-0883;Operadoras;14/05/2019 9:45;Mayoristas;Lima;Cañete;Chilca;  Av. Huancavelica Mz 15 Lote 3;;Aereo;Mixto;Edificio Monocliente;0;Analista Lima;Fernando Rey Transm,Jose Barandiaran G,Mario Timana Dominion;Lima;Principal;-12.51201811;-76.7350305;Robert Marca;Estudio FO Principal;CHILCA;30;;;;7200;0;Enviado VU;;;;;14/05/2019 9:45;14/05/2019 18:10;;;;Pend. Cotiz.
2019-05-120798;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;PUNO;Juan Noya;PER-002153353;Licitaciones;14/05/2019 10:05;Empresas;Puno;Puno;Puno; Jr. Micaela  Bastidas Nro.  314 - 315   BARRIO MAGISTERIAL PUNO;;Aereo;Mixto;Edificio Monocliente;1;Analista Puno;Jesús Vargas;Region Sur;Principal;-15.8418236;-70.0205646;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;14/05/2019 10:05;;;;;Pend. Cotiz.
2019-05-120802;CAJA MUNICIPAL CUSCO;Fibra Optica;AG. SANTO TOMAS;Juan Noya;PER-002128715;Banca;14/05/2019 11:17;Empresas;Cusco;Chumbivilcas;Santo Tomas;ESQ. CALLE BOLOGNESI Y DOS DE MAYO MZ T1 - LOTE 14 - CENTRO POBLADO DE SANTO TOMAS;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-14.45084083;-72.08151913;Carlos Falcon Santa Cruz;Estudio FO Principal;EBC SANTO TOMAS CUSCO;30;;;;8300;0;Enviado VU;;;;;14/05/2019 11:17;14/05/2019 18:12;;;;Pend. Cotiz.
2019-05-120810;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;PUCALLPA;Juan Noya;PER-002153353;Licitaciones;14/05/2019 10:29;Empresas;Ucayali;Coronel Portillo;Callaria;JR. ATAHUALPA  N° 765 - A   coronel Portillo;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Freddy Flores;Region Norte;Principal;-8.3815499;-74.529751;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;14/05/2019 10:29;;;;;Pend. Cotiz.
2019-05-120815;prueba de sisego v2;Fibra Optica;Nueva Sede;Juan Noya;NO-ATENDER;Licitaciones;14/05/2019 10:36;Empresas;Lima;Lima;Los Olivos; Alfredo mendiola 5020;;Aereo;Aereo;Edificio Monocliente;2;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.1092097;-77.0160536;Edwin Torres;Estudio FO Principal;MISIONES SUIZA;;;;;0;0;Enviado VU;;;;;14/05/2019 10:36;;;;;Pend. Cotiz.
2019-05-120818;BANCO INTERBANK;Fibra Optica;Estación de Servicios El Tambo;Juan Noya;PER-002029720;Banca;14/05/2019 10:42;Empresas;Lima;Lima;Los Olivos; Esq. Av. Próceres y Av. Portales Urbanización, Los Olivos 15307;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.94327958;-77.07750662;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 10:42;;;;;Pend. Cotiz.
2019-05-120824;ANYPSA CORPORATION S.A.;Fibra Optica;PUENTE PIEDRA;Juan Noya;PER-PER-001665;Alto Valor;14/05/2019 11:08;Negocios;Lima;Lima;Puente Piedra; Autopista Chillón Trapiche 1000, Carabayllo 15318, Perú;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.89325221;-77.0466867;Cesar Piña;;;;;;;;;;;;;;14/05/2019 11:08;;;;;Pend. Cotiz.
2019-05-120827;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;CHIMBOTE;Juan Noya;PER-002153353;Licitaciones;14/05/2019 10:59;Empresas;Ancash;Santa;Chimbote; CALLE MANUEL VILLAVICENCIO  N°  673 INTERIOR 3 CHIMBOTE;;Aereo;Mixto;Edificio Monocliente;3;Analista Chimbote;Humberto Capillo;Region Norte;Principal;-9.0714757;-78.5922382;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;14/05/2019 10:59;;;;;Pend. Cotiz.
2019-05-120828;EMPRESA DE TRANSPORTE TURNEE S.R.L.;Fibra Optica;AREQUIPA;Juan Noya;PER-002161785;Premium;14/05/2019 11:00;Negocios;Arequipa;Camana;Camana;Jr. Ocoña Nro. 101, Camana, Arequipa, Arequipa;;Aereo;Mixto;Edificio Monocliente;1;Analista Arequipa;Roger Palza Transm,Juan Malaga Contreras;Region Sur;Principal;-16.62170829;-72.70976478;Brayan Ramirez;Estudio FO Principal;CAMANA;15;;;;1250;0;Enviado VU;;;;;14/05/2019 11:00;15/05/2019 15:20;;;;Pend. Cotiz.
2019-05-120831;BANCO INTERBANK;Fibra Optica;Market Donna Chorrillos 1;Juan Noya;PER-002029720;Banca;14/05/2019 11:02;Empresas;Lima;Lima;Chorrillos;" Cl. Las Tortugas Mz. F8 Lt. 21 Urb. Los Cedros de Villa 
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Mario Timana Dominion,Roger Palza Transm;Lima;Principal;-12.2078626;-77.01467693;Juan Carlos Flores Aroni;Estudio FO Principal;EBC LAS TORTUGAS;45;;;;14700;0;Enviado VU;;;;;14/05/2019 11:02;15/05/2019 11:54;;;;Pend. Cotiz.
2019-05-120833;BANCO INTERBANK;Fibra Optica;Agencia de Viajes Doris PerU Tours Av. San Felipe;Juan Noya;PER-002029720;Banca;14/05/2019 11:06;Empresas;Lima;Lima;Comas;" Av. San Felipe 499 - Urb. San Felipe
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.90496578;-77.03698643;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 11:06;;;;;Pend. Cotiz.
2019-05-120839;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;JAEN;Juan Noya;PER-002153353;Licitaciones;14/05/2019 11:24;Empresas;Cajamarca;Jaen;Jaen;CALLE SIMON  BOLIVAR  1871 - JAEN;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-5.71002349;-78.8120325;Jenny Victoria Aponte Acevedo;Estudio FO Principal;EBC MARTIN BOLIVAR;45;;;;3500;0;Enviado VU;;;;;14/05/2019 11:24;14/05/2019 17:31;;;;Pend. Cotiz.
2019-05-120849;CAJA MUNICIPAL CUSCO;Fibra Optica;AG. PAUCARTAMBO;Juan Noya;PER-002128715;Banca;14/05/2019 11:42;Empresas;Cusco;Paucartambo;Paucartambo; PLAZA DE ARMAS S/N;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roberto Butrón,Roger Palza Transm;Region Sur;Principal;-13.31741116;-71.59597934;Carlos Falcon Santa Cruz;Estudio FO Principal;EBC PAUCARTAMBO;30;;;;8300;0;Enviado VU;;;;;14/05/2019 11:42;14/05/2019 18:11;;;;Pend. Cotiz.
2019-05-120855;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;LA MERCED;Juan Noya;PER-002153353;Licitaciones;14/05/2019 11:36;Empresas;Junin;Chanchamayo;Chanchamayo;Prolong Tarma  372  La Merced ;;Aereo;Mixto;Edificio Monocliente;1;Analista Huancayo;Juan Mesias Echevarria;Region Sur;Principal;-11.0534795;-75.3239045;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;14/05/2019 11:36;;;;;Pend. Cotiz.
2019-05-120861;CAJA MUNICIPAL CUSCO;Fibra Optica;AG. PARURO;Juan Noya;PER-002128715;Banca;14/05/2019 12:00;Empresas;Cusco;Paruro;Paruro;MANZANA N1 LOTE 10 DEL CENTRO POBLADO PARURO PROVINCIA DE PARURO DEPARTAMENTO DE CUSCO;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Jesús Paniura;Region Sur;Principal;-13.76133496;-71.84704881;Carlos Falcon Santa Cruz;Estudio FO Principal;EBC PARURO;30;;;;11000;0;Enviado VU;;;;;14/05/2019 12:00;14/05/2019 18:08;;;;Pend. Cotiz.
2019-05-120862;BANCO INTERBANK;Fibra Optica;Estudio Fotográfico Huascarán;Juan Noya;PER-002029720;Banca;14/05/2019 11:47;Empresas;Lima;Lima;Los Olivos;" Av. Marañón 671 B
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.97227098;-77.07196562;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 11:47;;;;;Pend. Cotiz.
2019-05-120869;BANCO INTERBANK;Fibra Optica;Grifo Repsol Gambetta;Juan Noya;PER-002029720;Banca;14/05/2019 11:51;Empresas;Callao;Callao;Callao;" Av. Nestor Gambetta Km. 1450
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.8405755;-77.1136849;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 11:51;;;;;Pend. Cotiz.
2019-05-120876;CAJA MUNICIPAL CUSCO;Fibra Optica;AG. CURAHUASI;Juan Noya;PER-002128715;Banca;14/05/2019 12:25;Empresas;Apurimac;Abancay;Curahuasi;AV. PANAMERICANA SUR S/N CURAHUASI ABANCAY.;;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Roberto Butrón;Region Sur;Principal;-13.53913023;-72.69553292;Carlos Falcon Santa Cruz;Estudio FO Principal;EBC CURAHUASI;30;;;;9400;0;Enviado VU;;;;;14/05/2019 12:25;14/05/2019 12:50;;;;Pend. Cotiz.
2019-05-120878;PALGAG PERU S.A.C.;Fibra Optica;CALLAO;Juan Noya;PER-002157482;Premium;14/05/2019 12:19;Negocios;Callao;Callao;Callao; Venezuela cuadra 36 Hospital Naval - NAMRU - 6, Callao , Callao , Callao;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Rocio Aquino Cobra,Roger Palza Transm;Lima;Principal;-12.0598871;-77.0906558;Brayan Ramirez;Estudio FO Principal;SAN JOSE - LIMA;15;;;;3500;0;Enviado VU;;;;;14/05/2019 12:19;14/05/2019 15:35;;;;Pend. Cotiz.
2019-05-120881;CAJA MUNICIPAL CUSCO;Fibra Optica;AG. AYAVIRI;Juan Noya;PER-002128715;Banca;14/05/2019 12:34;Empresas;Puno;Melgar;Ayaviri;ESQ. JR. ARICA Y JR. TACNA 132 - BARRIO VIRGEN DEL ROSARIO - PLAZA ALFONSO UGARTE - AYAVIRI;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Jesús Vargas;Region Sur;Principal;-14.8819411;-70.59050933;Carlos Falcon Santa Cruz;;;;;;;;;;;;;;14/05/2019 12:34;;;;;Pend. Cotiz.
2019-05-120883;CAJA MUNICIPAL CUSCO;Fibra Optica;AG. MACUSANI;Juan Noya;PER-002128715;Banca;14/05/2019 12:42;Empresas;Puno;Carabaya;Macusani;PLAZA 28 DE JULIO N° 204 - CIUDAD DE MACUSANI -CARABAYA - PUNO;;Aereo;Aereo;Edificio Monocliente;1;Analista Puno;Jesús Parisaca;Region Sur;Principal;-14.06849178;-70.43167973;Carlos Falcon Santa Cruz;;;;;;;;;;;;;;14/05/2019 12:42;;;;;Pend. Cotiz.
2019-05-120885;BANCO INTERBANK;Fibra Optica;Grifo Pecsa Tomás Valle;Juan Noya;PER-002029720;Banca;14/05/2019 12:41;Empresas;Lima;Lima;Los Olivos;" Esq. Av. Tomás Valle y Av. Beta  S/ N
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.01034089;-77.07017995;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 12:41;;;;;Pend. Cotiz.
2019-05-120887;PROGRAMA NACIONAL CUNA MAS;Fibra Optica;HUANCAVELICA;Juan Noya;PER-002153353;Licitaciones;14/05/2019 12:56;Empresas;Huancavelica;Huancavelica;Huancavelica; Jr. Huamán Poma de Ayala N° 236, Distrito de Ascención, Huancavelica;;Aereo;Mixto;Edificio Monocliente;1;Analista Huancayo;Efrain Matias Caro;Region Sur;Principal;-12.7845522;-74.98008666;Jenny Victoria Aponte Acevedo;;;;;;;;;;;;;;14/05/2019 12:56;;;;;Pend. Cotiz.
2019-05-120888;BANCO INTERBANK;Fibra Optica;Inkafarma Callao 3;Juan Noya;PER-002029720;Banca;14/05/2019 12:52;Empresas;Callao;Callao;Callao;"  A.H. Bocanegra A, Mza D 27, Lote 10, Sector 3
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.02797848;-77.09460814;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 12:52;;;;;Pend. Cotiz.
2019-05-120893;BANCO INTERBANK;Fibra Optica;Inkafarma Santa Luzmila 2;Juan Noya;PER-002029720;Banca;14/05/2019 12:58;Empresas;Lima;Lima;Comas;" Av. Guillermo de la fuente 303
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.94156226;-77.06214173;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 12:58;;;;;Pend. Cotiz.
2019-05-120894;BANCO INTERBANK;Fibra Optica;Inkafarma Ovalo Los Cóndores;Juan Noya;PER-002029720;Banca;14/05/2019 13:05;Empresas;Lima;Lima;La Molina;" Av. De Los Cóndores 699 A Urbanización La Ensenada
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Manuel Vera Lari;Lima;Principal;-12.10036325;-76.94404748;Juan Carlos Flores Aroni;Estudio FO Principal;LA MOLINA;30;;;;3300;0;Enviado VU;;;;;14/05/2019 13:05;16/05/2019 10:05;;;;Pend. Cotiz.
2019-05-120898;BANCO INTERBANK;Fibra Optica;Inkafarma Puente Nuevo;Juan Noya;PER-002029720;Banca;14/05/2019 13:16;Empresas;Lima;Lima;El Agustino;" Av. José Carlos Mariátegui 2567 Primera Etapa
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-12.03092654;-76.99963256;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 13:16;;;;;Pend. Cotiz.
2019-05-120904;UNIVERSIDAD PRIVADA LIDER PERUANA S.A.C. - ULP S.A.C.;Fibra Optica;cusco;Juan Noya;PER-002160398;Premium;14/05/2019 14:01;Negocios;Cusco;La Convencion;Santa Ana;Jr. Quillabamba N° 110 ;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roberto Butrón,Roger Palza Transm;Region Sur;Principal;-12.8604375;-72.6921875;Wayloung Leung;Estudio FO Principal;QUILLABAMBA;30;;;;6100;0;Enviado VU;;;;;14/05/2019 14:01;14/05/2019 18:06;;;;Pend. Cotiz.
2019-05-120909;CONSORCIO MGARED E.I.R.L.;Fibra Optica;HUARAZ;Juan Noya;PER-002160312;Alto Valor;14/05/2019 14:16;Negocios;Ancash;Huaraz;Huaraz; JR. SORIANO INFANTE NRO. 943 SOLEDAD BAJA - ANCASH - HUARAZ - HUARAZ ;;Aereo;Mixto;Edificio Monocliente;1;Analista Huaraz;Roger Palza Transm,Victor Lara;Region Norte;Principal;-9.53390336;-77.52662232;Luis Herrera;Estudio FO Principal;HUARAZ;30;;;;2150.79;0;Enviado VU;;;;;14/05/2019 14:16;14/05/2019 17:17;;;;Pend. Cotiz.
2019-05-120913;INVERSIONES TINTA NEGRA SAC;Fibra Optica; MAGDALENA;Juan Noya;PER-002154574;Premium;14/05/2019 14:36;Negocios;Lima;Lima;Magdalena Del Mar;Jr. AUGUSTO BOLOGNESI 262 - 264 MAGDALENA;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Rocio Aquino Cobra;Lima;Principal;-12.100628;-77.0555459;Lizbeth Barriga;Estudio FO Principal;SALAVERRY - LIMA;30;;;;10200;0;Enviado VU;;;;;14/05/2019 14:36;14/05/2019 15:41;;;;Pend. Cotiz.
2019-05-120915;AKL BUSINESS S.R.L.;Fibra Optica;SAN MARTIN;Juan Noya;PER-002161265;Premium;14/05/2019 14:51;Negocios;San Martin;Bellavista;Bellavista;JR ANCASH 600;;Aereo;Mixto;Edificio Monocliente;1;Analista Tarapoto;Roger Palza Transm,Jesús Anampa;Region Norte;Principal;-7.058497;-76.58903;Diego Cervantes;Estudio FO Principal;BELLAVISTA;20;;;;19750;0;Enviado VU;;;;;14/05/2019 14:51;16/05/2019 8:57;;;;Pend. Cotiz.
2019-05-120920;Telefónica Servicios TIWS S.A.C;Fibra Optica;FO_TIWS_DISAN_LURIN;Juan Noya;PER-;Proyecto Empresas;14/05/2019 15:03;Empresas;Lima;Lima;Lurin;DISAN;;Aereo;Aereo;Edificio Monocliente;0;Analista Lima;Roger Palza Transm,Mario Timana Dominion;Lima;Principal;-12.2958146;-76.8367451;Meche Garay;Estudio FO Principal;EBC 25 DE MARZO;60;;;;27200;0;Enviado VU;;;;;14/05/2019 15:03;15/05/2019 15:21;;;;Pend. Cotiz.
2019-05-120929;INFOSOFT PERU E.I.R.L.;Fibra Optica;AREQUIPA;Juan Noya;PER-002161982;Premium;14/05/2019 15:23;Negocios;Arequipa;Caylloma;Majes;" CALLE AMAZONAS MZ. A10 LT. 34 EL PEDREGAL (MAJES - CAYLLOMA - AREQUIPA)
";;Aereo;Mixto;Edificio Monocliente;1;Analista Arequipa;Juan Malaga Contreras,Roger Palza Transm;Region Sur;Principal;-16.366258;-72.196486;Hubert Edgar Salas Rodriguez;Estudio FO Principal;EL PEDREGAL;30;;;;12800;0;Enviado VU;;;;;14/05/2019 15:23;16/05/2019 16:38;;;;Pend. Cotiz.
2019-05-120930;LA POSITIVA SEGUROS Y REASEGUROS S.A. - CENTR;Fibra Optica;FO_Junin;Juan Noya;PER-002161633;Estandar;14/05/2019 15:30;Empresas;Junin;Huancayo;Huancayo; Jr. Amazonas 686 - Huancayo ;;Aereo;Mixto;Edificio Monocliente;1;Analista Huancayo;Juan Mesias Echevarria;Region Sur;Principal;-12.0289519;-75.237957;Elojelia Gutierrez Z;;;;;;;;;;;;;;14/05/2019 15:30;;;;;Pend. Cotiz.
2019-05-120932;LA POSITIVA SEGUROS Y REASEGUROS S.A. - CENTR;Fibra Optica;FO_Chiclayo;Juan Noya;PER-002161633;Estandar;14/05/2019 15:47;Empresas;Lambayeque;Chiclayo;Chiclayo; Av. Andrés Avelino Cáceres 110;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-6.7776721;-79.833573;Elojelia Gutierrez Z;Estudio FO Principal;EBC REAL PLAZA CHICLAYO;40;;;;3500;0;Enviado VU;;;;;14/05/2019 15:47;15/05/2019 12:53;;;;Pend. Cotiz.
2019-05-120940;INST.GEOL.MINERO Y METALURGICO;Fibra Optica;FO_HUARAZ;Juan Noya;PER-002108600;Licitaciones;14/05/2019 15:57;Empresas;Ancash;Huaraz;Huaraz;Agustin Gamarra 960;;Aereo;Aereo;Edificio Monocliente;1;Analista Huaraz;Victor Lara;Region Norte;Principal;-9.532516644;-77.52703631;Joel Campos Fabian;;;;;;;;;;;;;;14/05/2019 15:57;;;;;Pend. Cotiz.
2019-05-120979;GREEN CARE DEL PERU S.A.;Fibra Optica;VENTANILLA CALLAO;Juan Noya;PER-002161351;Alto Valor;14/05/2019 17:04;Negocios;Callao;Callao;Ventanilla;" Green Care del Peru SA 
 Av. Revolución 648 Ventanilla – Callao";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.8661737;-77.1247805;Brayan Ramirez;;;;;;;;;;;;;;14/05/2019 17:04;;;;;Pend. Cotiz.
2019-05-120998;SERV. MED. GRALES SAN JUAN S.R.L;Fibra Optica;LORETO;Juan Noya;PER-002160844;Premium;14/05/2019 17:36;Negocios;Loreto;Maynas;Iquitos;CAL.RICARDO PALMA NRO. 838;;Aereo;Mixto;Edificio Monocliente;1;Analista Iquitos;Edwin Cordova;Region Norte;Principal;-3.7507539;-73.25216341;Diego Cervantes;;;;;;;;;;;;;;14/05/2019 17:36;;;;;Pend. Cotiz.
2019-05-121007;PUBLIMILAN E.I.R.L.;Fibra Optica;HUANCAYO;Juan Noya;PER-002161922;Premium;14/05/2019 17:39;Negocios;Junin;Huancayo;Chilca; Psje. Cocharcas 164, Chilca, Huancayo, Junin;;Aereo;Mixto;Edificio Monocliente;1;Analista Huancayo;Efrain Matias Caro;Region Sur;Principal;-12.082287;-75.19828;Lizbeth Barriga;;;;;;;;;;;;;;14/05/2019 17:39;;;;;Pend. Cotiz.
2019-05-121017;COOPERATIVA AHORRO Y CREDITO SAN MARTIN DE PORRES LTDA.;Fibra Optica;FO_SAPOSOA_CACSMP;Juan Noya;PER-002050271;Banca;14/05/2019 18:05;Empresas;San Martin;Huallaga;Saposoa; Jr. Lima Nº 645  ;;Aereo;Mixto;Edificio Monocliente;1;Analista Tarapoto;Jesús Anampa,Roger Palza Transm;Region Norte;Principal;-6.9331782;-76.7718883;Walter Enrique Adanaqué Díaz;Estudio FO Principal;SAPOSOA;45;;;;10200;0;Enviado VU;;;;;14/05/2019 18:05;16/05/2019 9:19;;;;Pend. Cotiz.
2019-05-121020;COOPERATIVA AHORRO Y CREDITO SAN MARTIN DE PORRES LTDA.;Fibra Optica;FO_SISA_CACSMP;Juan Noya;PER-002050271;Banca;14/05/2019 18:15;Empresas;San Martin;El Dorado;San Jose De Sisa; Jr. Comercio Nº 314;;Aereo;Mixto;Edificio Monocliente;1;Analista Tarapoto;Roger Palza Transm,Jesús Anampa;Region Norte;Principal;-6.614089826;-76.69419676;Walter Enrique Adanaqué Díaz;Estudio FO Principal;EBC SAN JOSE DE SISA;20;;;;10800;0;Enviado VU;;;;;14/05/2019 18:15;16/05/2019 9:11;;;;Pend. Cotiz.
2019-05-121023;PROYECTO ESPECIAL PARA LA PREPARACION Y DESARROLLO DE LOS XVIII JUEGOS PANAMERICANOS DEL 2019;Fibra Optica;MTC;Juan Noya;PER-001597516;Alto Valor;14/05/2019 18:16;Negocios;Lima;Lima;Lima; zorritos 1207  MTC Datacenter;;Aereo;Aereo;Edificio Monocliente;1;Analista Lima;Rocio Aquino Cobra;Lima;Principal;-12.04970006;-77.05572266;José Calero;;;;;;;;;;;;;;14/05/2019 18:16;;;;;Pend. Cotiz.
2019-05-121026;GANADERIA SANTA ELENA S.A.;Fibra Optica;Camino Enladrillado;Juan Noya;PER-002121370;Industria y Globales;14/05/2019 18:37;Empresas;Ica;Pisco;Paracas;" Paracas, 11550 ( -14.116496, -76.021584
)";;Aereo;Mixto;Edificio Monocliente;1;Analista Ica;Romulo Moyano;Region Sur;Principal;-14.11639095;-76.02158641;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 18:37;;;;;Pend. Cotiz.
2019-05-121029;GANADERIA SANTA ELENA S.A.;Fibra Optica;La Huega;Juan Noya;PER-002121370;Industria y Globales;14/05/2019 18:46;Empresas;Ica;Ica;Ica;ica;;Aereo;Mixto;Edificio Monocliente;1;Analista Ica;José Zavaleta;Region Sur;Principal;-14.14226098;-76.00101542;Juan Carlos Flores Aroni;;;;;;;;;;;;;;14/05/2019 18:46;;;;;Pend. Cotiz.
2019-05-121032;SADE SKANSA S.A. SUCURSAL PERU;Fibra Optica;PASCO ;Juan Noya;PER-002157171;Alto Valor;14/05/2019 18:52;Negocios;Pasco;Pasco;Simon Bolivar;Calle Huancavelica 196,Paragsha, Cerro de Pasco;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juvenal Cerda;Region Norte;Principal;-10.67514492;-76.26948464;Brayan Ramirez;;;;;;;;;;;;;;14/05/2019 18:52;;;;;Pend. Cotiz.
