ITEM_PLAN;CTO_SIROPE;CTO_GIS_CMS;DIRECCION;NUMERO;TIPO;PISO;X;Y
19-2111100209;MAG0100915;;LEON DE LA FUENTE 118;;;3;-77.0622868;-12.09915096
19-2111100209;MAG0100916;;LEON DE LA FUENTE 118;;;1;-77.0622868;-12.09915096
19-2111100209;MAG0100917;;LEON DE LA FUENTE 118;;;11;-77.0622868;-12.09915096
19-2111100209;MAG0100918;;LEON DE LA FUENTE 118;;;10;-77.0622868;-12.09915096
19-2111100209;MAG0100931;;LEON DE LA FUENTE 118;;;8;-77.0622868;-12.09915096
19-2111100209;MAG0100932;;LEON DE LA FUENTE 118;;;6;-77.0622868;-12.09915096
19-2111100209;MAG0100933;;LEON DE LA FUENTE 118;;;4;-77.0622868;-12.09915096
19-2111100209;MAG0100934;;LEON DE LA FUENTE 118;;;2;-77.0622868;-12.09915096
19-2111100208;LIU0TK300941;;MARIANO PACHECO 1004;;;6;-77.01638838046 -;12.08386122
19-2111100208;LIU0TK300942;;MARIANO PACHECO 1004;;;4;-77.01638838046 -;12.08386122
19-2111100208;LIU0TK300943;;MARIANO PACHECO 1004;;;2;-77.01638838046 -;12.08386122
19-2111100205;CTOSITK10006-24;;VANDERGHEN 171;;;0;-77.03900049;-12.11185059
19-2111100204;MATK102060;;CIRO ALEGRIA 195;;;3;-77.07040822;-12.07545794
19-2111100202;HITK601365;;AV. LOS VICUS 370;;;;-77.00190288;-12.13561377
19-2111100197;HIU1TK200775;;PSJE. MANUEL POLO JIMENEZ 101;;;3;-76.993133;-12.1456811
19-2111100197;HIU1TK200776;;PSJE. MANUEL POLO JIMENEZ 101;;;3;-76.993133;-12.1456811
19-2111100188;MOU3TK301681;;EDIFICIO PICAFLOR;;;1;-76.98300988;-12.1058118
19-2111100185;MITK700951;;EDIFICIO E. PALACIOS;;;1;-77.04095753;-12.11730311
19-2111100185;MITK700952;;EDIFICIO E. PALACIOS;;;3;-77.04095753;-12.11730311
19-2111100185;MITK700953;;EDIFICIO E. PALACIOS;;;5;-77.04095753;-12.11730311
19-2111100185;MITK700954;;EDIFICIO E. PALACIOS;;;7;-77.04095753;-12.11730311
19-2111100184;HITK503131;;EDIFICIO PADEREWSKI;;;2;-76.99986125;-12.11829932
19-2111100184;HITK503132;;EDIFICIO PADEREWSKI;;;4;-76.99986125;-12.11829932
19-2111100184;HITK503133;;EDIFICIO PADEREWSKI;;;6;-76.99986125;-12.11829932
19-2111100184;HITK503134;;EDIFICIO PADEREWSKI;;;8;-76.99986125;-12.11829932
19-2111100182;SJTK201823;;LAS GARZAS 175;;;0;-77.09551313;-12.05900759
19-2111100182;SJTK201824;;LAS GARZAS 175;;;0;-77.09551313;-12.05900759
19-2111100181;WATK601731;WAG8061731;COLONIAL 886;;;7;-77.05294372;-12.04702364
19-2111100181;WATK601732;WAG8061732;COLONIAL 886;;;4;-77.05294372;-12.04702364
19-2111100181;WATK601733;WAG8061733;COLONIAL 886;;;2;-77.05294372;-12.04702364
19-2111100181;WATK601734;WAG8061734;COLONIAL 886;;;12;-77.05294372;-12.04702364
19-2111100181;WATK601735;WAG8061735;COLONIAL 886;;;8;-77.05294372;-12.04702364
19-2111100181;WATK601736;WAG8061736;COLONIAL 886;;;5;-77.05294372;-12.04702364
19-2111100181;WATK601737;WAG8061737;COLONIAL 886;;;2;-77.05294372;-12.04702364
19-2111100181;WATK601738;WAG8061738;COLONIAL 886;;;24;-77.05294372;-12.04702364
19-2111100181;WATK601741;WAG8061741;COLONIAL 886;;;22;-77.05294372;-12.04702364
19-2111100181;WATK601742;WAG8061742;COLONIAL 886;;;20;-77.05294372;-12.04702364
19-2111100181;WATK601743;WAG8061743;COLONIAL 886;;;18;-77.05294372;-12.04702364
19-2111100181;WATK601744;WAG8061744;COLONIAL 886;;;16;-77.05294372;-12.04702364
19-2111100181;WATK601745;WAG8061745;COLONIAL 886;;;14;-77.05294372;-12.04702364
19-2111100181;WATK601746;WAG8061746;COLONIAL 886;;;12;-77.05294372;-12.04702364
19-2111100181;WATK601747;WAG8061747;COLONIAL 886;;;10;-77.05294372;-12.04702364
19-2111100181;WATK601748;WAG8061748;COLONIAL 886;;;8;-77.05294372;-12.04702364
19-2111100181;WATK601771;WAG8061771;COLONIAL 886;;;6;-77.05294372;-12.04702364
19-2111100181;WATK601772;WAG8061772;COLONIAL 886;;;4;-77.05294372;-12.04702364
19-2111100181;WATK601773;WAG8061773;COLONIAL 886;;;2;-77.05294372;-12.04702364
19-2111100181;WATK601774;WAG8061774;COLONIAL 886;;;23;-77.05294372;-12.04702364
19-2111100181;WATK601775;WAG8061775;COLONIAL 886;;;19;-77.05294372;-12.04702364
19-2111100181;WATK601776;WAG8061776;COLONIAL 886;;;15;-77.05294372;-12.04702364
19-2111100181;WATK601777;WAG8061777;COLONIAL 886;;;10;-77.05294372;-12.04702364
19-2111100181;WATK601778;WAG8061778;COLONIAL 886;;;6;-77.05294372;-12.04702364
19-2111100181;WATK601781;WAG8061781;COLONIAL 886;;;2;-77.05294372;-12.04702364
19-2111100181;WATK601782;WAG8061782;COLONIAL 886;;;20;-77.05294372;-12.04702364
19-2111100181;WATK601783;WAG8061783;COLONIAL 886;;;11;-77.05294372;-12.04702364
19-2111100181;WATK601784;WAG8061784;COLONIAL 886;;;2;-77.05294372;-12.04702364
19-2111100180;LIU0TK301044;LIG8031044;J. RIVADENEYRA 980;;;4;-77.01717772;-12.08483496
19-2111100180;LIU0TK301045;LIG8031045;J. RIVADENEYRA 980;;;1;-77.01717772;-12.08483496
